Country,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
New Zealand,44.0,45.0,61.0,49.0,48.0,51.0,67.0,43.0,39.0,41.0,46.0,43.0,48.0,50.0,35.0,55.0,114.0,52.0,57.0,52.0,52.0
Nicaragua,635.0,646.0,729.0,722.0,714.0,736.0,802.0,785.0,738.0,673.0,594.0,525.0,524.0,453.0,431.0,682.0,515.0,647.6666666666666,754.0,647.6666666666666,647.6666666666666
Niger,809.5,809.5,809.5,809.5,809.5,809.5,809.5,809.5,831.0,788.0,809.5,809.5,809.5,809.5,809.5,809.5,809.5,809.5,809.5,809.5,809.5
Nigeria,53800.0,53800.0,53800.0,53800.0,53800.0,53800.0,53800.0,53800.0,53800.0,53800.0,53800.0,53800.0,53800.0,63400.0,53800.0,53800.0,44200.0,53800.0,53800.0,53800.0,53800.0
North Macedonia,70.0,49.0,31.5,46.0,42.0,35.0,35.0,43.0,30.0,29.0,22.0,35.0,25.0,19.0,31.0,25.0,23.0,11.0,14.0,18.0,28.0
Norway,34.95,36.0,33.0,33.0,30.0,34.0,29.0,29.0,111.0,27.0,46.0,29.0,24.0,27.0,28.0,25.0,28.0,31.0,29.0,30.0,40.0
Oman,35.0,42.0,53.0,121.0,37.0,47.0,37.0,48.0,34.0,39.0,97.0,12.0,16.0,16.0,17.0,13.0,23.0,14.0,11.0,12.0,7.0
Pakistan,9346.0,9614.0,9782.0,10048.0,10556.0,12059.0,12491.0,13190.0,13860.0,13846.0,13937.0,13276.0,9486.0,8516.0,8235.0,8241.0,8014.0,8350.0,9068.0,9937.0,10729.0
Palau,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,3.0,0.0,0.0,2.0,1.25,1.25,1.25,1.25,1.25
Panama,337.0,308.0,364.0,221.0,279.0,493.0,562.0,460.0,549.0,637.0,663.0,604.0,471.0,405.0,378.0,401.0,480.0,500.0,550.0,499.0,458.05
Papua New Guinea,609.0,622.1428571428571,603.0,610.0,520.0,603.0,697.0,713.0,622.1428571428571,622.1428571428571,622.1428571428571,622.1428571428571,622.1428571428571,622.1428571428571,622.1428571428571,622.1428571428571,622.1428571428571,622.1428571428571,622.1428571428571,622.1428571428571,622.1428571428571
Paraguay,1285.0,1209.0,887.0,742.0,783.0,833.0,821.0,741.0,657.0,649.0,604.0,578.0,617.0,669.0,541.0,497.0,554.0,481.0,525.0,472.0,707.25
Peru,2221.4545454545455,2221.4545454545455,2221.4545454545455,2221.4545454545455,2221.4545454545455,2221.4545454545455,2221.4545454545455,2221.4545454545455,1617.0,1968.0,2013.0,2076.0,2247.0,2435.0,2487.0,2452.0,2385.0,1903.0,2853.0,2221.4545454545455,2221.4545454545455
Philippines,7632.6,7632.6,7632.6,7632.6,5962.0,5820.0,9088.0,8645.0,8489.0,8484.0,7632.6,7632.6,7632.6,11155.0,8268.0,5651.0,4764.0,7632.6,7632.6,7632.6,7632.6
Poland,313.1875,313.1875,313.1875,313.1875,313.1875,326.0,387.0,384.0,422.0,409.0,305.0,287.0,298.0,260.0,287.0,273.0,253.0,266.0,273.0,270.0,311.0
Portugal,97.5,97.5,135.0,97.5,97.5,97.5,97.5,124.0,114.0,122.0,144.0,92.0,100.0,66.0,76.0,81.0,73.0,81.0,82.0,75.0,97.5
Puerto Rico,818.0,843.0,825.0,783.0,774.0,874.0,956.0,1030.0,1179.0,1015.0,924.0,704.0,614.0,704.0,728.0,664.0,633.0,556.0,632.0,572.0,464.0
Qatar,8.0,5.0,6.0,5.0,9.0,12.0,8.0,4.0,4.0,7.0,9.0,9.0,6.0,12.0,12.0,10.0,11.0,12.0,9.0,2.0,8.0
Republic of Korea,386.622659082166,419.938840125319,411.028698683546,415.677468131427,430.398571383053,429.623776475073,532.284101782461,484.634214941673,403.0,435.0,352.0,377.0,375.0,356.0,301.0,309.0,297.0,308.0,270.0,275.0,378.4104165302359
Republic of Moldova,319.0,277.0,296.0,262.0,217.0,236.0,246.0,265.0,216.0,229.0,229.0,161.0,189.0,200.0,141.0,166.0,121.0,93.0,66.0,75.0,78.0
Romania,696.0,487.0,433.0,357.0,379.0,302.0,258.0,266.0,205.0,212.0,218.0,325.0,339.0,306.0,255.0,250.0,244.0,281.0,244.0,247.0,212.0
Russian Federation,41764.0,39256.0,35636.0,28844.0,25377.0,18188.0,17659.0,16690.0,16175.0,16247.0,16033.0,16516.0,16646.0,15864.0,13293.0,11964.0,11202.0,10697.0,9866.0,19890.36842105263,19890.36842105263
Rwanda,337.0,337.0,337.0,319.0,268.0,144.0,337.0,291.0,337.0,256.0,359.0,428.0,293.0,392.0,470.0,285.0,404.0,472.0,337.0,337.0,337.0
Réunion,20.666666666666668,23.0,25.0,19.0,24.0,18.0,15.0,20.666666666666668,20.666666666666668,20.666666666666668,20.666666666666668,20.666666666666668,20.666666666666668,20.666666666666668,20.666666666666668,20.666666666666668,20.666666666666668,20.666666666666668,20.666666666666668,20.666666666666668,20.666666666666668
Saint Helena,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
Saint Kitts and Nevis,10.0,11.0,8.0,17.0,16.0,23.0,27.0,21.0,34.0,18.0,18.11764705882353,18.11764705882353,18.11764705882353,30.0,23.0,23.0,12.0,10.0,14.0,11.0,18.11764705882353
Saint Lucia,36.0,37.0,41.0,43.0,29.0,39.0,39.0,44.0,46.0,39.0,33.0,34.0,28.0,30.0,49.0,37.0,46.0,52.0,70.0,66.0,41.9
Saint Martin (French Part),7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,2.0,8.0,8.0,6.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Saint Pierre and Miquelon,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Saint Vincent and the Grenadines,18.0,29.0,26.0,20.0,40.0,16.0,23.0,25.0,29.066666666666666,29.066666666666666,29.066666666666666,29.066666666666666,29.066666666666666,40.0,39.0,34.0,19.0,33.0,32.0,42.0,29.066666666666666
Samoa,11.6,11.6,11.6,11.6,11.6,11.6,16.0,16.0,11.6,11.6,6.0,11.6,11.6,11.6,7.0,13.0,11.6,11.6,11.6,11.6,11.6
San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sao Tome and Principe,6.5,6.5,6.5,4.0,4.0,14.0,5.0,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Saudi Arabia,250.0,301.0,297.0,255.0,265.0,268.14285714285717,268.14285714285717,268.14285714285717,268.14285714285717,268.14285714285717,268.14285714285717,268.14285714285717,268.14285714285717,268.14285714285717,268.14285714285717,224.0,285.0,268.14285714285717,268.14285714285717,268.14285714285717,268.14285714285717
Serbia,176.0,164.0,147.0,156.0,171.0,140.0,154.0,132.0,129.0,110.0,139.0,118.0,100.0,116.0,86.0,105.0,88.0,84.0,77.0,74.0,89.0
Seychelles,9.944444444444445,10.0,9.944444444444445,9.0,8.0,6.0,14.0,9.0,16.0,4.0,18.0,16.0,7.0,12.0,7.0,9.0,10.0,9.0,5.0,10.0,9.944444444444445
Sierra Leone,141.0,112.0,99.0,101.0,134.0,184.0,158.0,163.0,187.0,113.0,141.0,141.0,124.0,141.0,141.0,141.0,141.0,176.0,141.0,141.0,141.0
Singapore,27.0,20.0,14.85,17.0,18.0,27.0,20.0,19.0,16.0,11.0,17.0,14.0,14.0,18.0,11.0,9.0,12.0,10.0,6.0,7.0,4.0
Slovakia,137.0,108.0,93.0,82.0,82.0,86.0,78.0,89.0,96.0,75.0,78.0,72.0,48.0,60.0,80.0,67.0,76.0,63.0,55.0,42.0,62.0
Slovenia,21.0,27.0,20.0,12.0,24.0,10.0,13.0,15.0,16.0,14.0,12.0,16.0,20.0,10.0,19.0,9.0,14.0,11.0,9.0,13.0,12.0
Solomon Islands,22.8,20.0,26.0,23.0,26.0,19.0,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8
South Africa,19824.0,18793.0,18528.0,19106.0,18400.0,18084.0,16767.0,15893.0,15554.0,16213.0,17023.0,17805.0,18673.0,19016.0,20336.0,21022.0,21325.0,19972.0,25181.0,27272.0,19239.35
South Sudan,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0
Spain,587.0,520.0,518.0,476.0,482.0,407.0,412.0,401.0,385.0,364.0,302.0,323.0,302.0,294.0,307.0,289.0,331.0,331.0,290.0,325.0,331.0
Sri Lanka,890.4285714285714,890.4285714285714,1219.0,2044.0,890.4285714285714,2002.0,1099.0,763.0,732.0,676.0,619.0,553.0,487.0,530.0,486.0,514.0,742.0,890.4285714285714,890.4285714285714,890.4285714285714,890.4285714285714
State of Palestine,39.23529411764706,96.0,83.0,39.23529411764706,39.23529411764706,47.0,44.0,39.0,30.0,29.0,24.0,24.0,54.0,19.0,34.0,24.0,35.0,18.0,34.0,33.0,39.23529411764706
Suriname,60.0,46.0,69.0,62.0,45.0,43.0,43.75,43.75,43.75,43.75,29.0,32.0,34.0,41.0,36.0,38.0,30.0,55.0,35.0,45.0,43.75
Sweden,85.0,107.0,83.0,91.0,111.0,82.0,93.0,91.0,81.0,68.0,87.0,87.0,112.0,106.0,113.0,108.0,111.0,124.0,113.0,116.0,121.0
Switzerland,47.93333333333333,47.93333333333333,47.93333333333333,47.93333333333333,47.93333333333333,47.93333333333333,51.0,52.0,46.0,45.0,57.0,41.0,57.0,45.0,45.0,50.0,46.0,47.0,42.0,42.0,53.0
Syrian Arab Republic,405.0,426.0,430.0,446.0,533.0,529.0,476.0,463.0,463.5,463.5,463.5,463.5,463.5,463.5,463.5,463.5,463.5,463.5,463.5,463.5,463.5
Tajikistan,164.0,142.0,157.0,194.0,132.0,100.0,97.0,181.0,126.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,87.0,138.0,138.0,138.0
Thailand,6434.0,4273.0,4806.0,4687.0,4435.0,3974.0,3703.0,3654.0,3307.0,4363.666666666667,4363.666666666667,4363.666666666667,4363.666666666667,4363.666666666667,4363.666666666667,4363.666666666667,4363.666666666667,4363.666666666667,4363.666666666667,4363.666666666667,4363.666666666667
Timor-Leste,41.875,23.0,46.0,49.0,62.0,35.0,32.0,39.0,41.875,41.875,41.875,41.875,49.0,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875
Tonga,6.0,2.0,4.0,8.0,1.0,4.0,8.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,10.0,1.0,4.0,4.0,4.0,4.0
Trinidad and Tobago,229.0,260.0,386.0,371.0,391.0,547.0,507.0,473.0,352.0,380.0,407.0,405.0,420.0,463.0,495.0,517.0,539.0,399.0,448.0,605.0,429.7
Tunisia,326.3,195.0,260.0,249.0,273.0,280.0,255.0,286.0,326.3,332.0,326.3,326.3,326.3,326.3,326.3,326.3,571.0,562.0,326.3,326.3,326.3
Turkmenistan,233.0,209.0,206.0,203.0,137.1,137.1,137.1,105.0,100.0,79.0,84.0,89.0,63.0,137.1,137.1,137.1,137.1,137.1,137.1,137.1,137.1
Turks and Caicos Islands,0.0,8.818181818181818,0.0,8.818181818181818,2.0,2.0,2.0,8.818181818181818,8.818181818181818,8.818181818181818,4.0,2.0,8.818181818181818,8.818181818181818,8.818181818181818,8.818181818181818,13.0,23.0,14.0,35.0,8.818181818181818
Tuvalu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.0,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365
Türkiye,2837.0,2914.0,3305.0,3168.0,3599.0,3257.0,2750.8333333333335,3064.0,3061.0,3216.0,2750.8333333333335,2750.8333333333335,2235.0,2704.0,2541.0,2161.0,2045.0,2144.0,2165.0,2282.0,2817.0
Uganda,3928.4666666666667,3928.4666666666667,3928.4666666666667,3928.4666666666667,2645.0,2793.0,3233.0,3160.0,3753.0,4066.0,3857.0,4473.0,3928.4666666666667,4482.0,4735.0,4497.0,4718.0,4460.0,3912.0,4143.0,3928.4666666666667
Ukraine,4041.0,3487.0,3030.0,2958.0,2646.0,2466.0,2240.0,1988.0,2532.0666666666666,2336.0,2532.0666666666666,2845.0,2532.0666666666666,2532.0666666666666,2751.0,2002.0,1820.0,1698.0,1673.0,2532.0666666666666,2532.0666666666666
United Arab Emirates,60.9,60.9,60.9,60.9,60.9,60.9,60.9,67.0,51.0,69.0,57.0,61.0,60.0,60.9,60.9,60.9,64.0,65.0,44.0,71.0,60.9
United Kingdom (England and Wales),776.0,778.0,709.0,712.0,730.0,637.0,592.0,633.0,525.0,543.0,520.0,504.0,538.0,689.0,697.0,641.0,676.0,557.0,684.0,639.0,639.0
United Kingdom (Northern Ireland),24.055555555555557,24.055555555555557,31.0,30.0,29.0,24.0,29.0,23.0,22.0,21.0,20.0,17.0,23.0,19.0,24.0,23.0,29.0,21.0,21.0,27.0,24.055555555555557
United Kingdom (Scotland),109.0,137.0,95.0,120.0,115.0,99.0,82.0,100.0,93.0,63.0,62.0,63.0,59.0,65.0,59.0,64.0,66.0,59.0,53.0,82.26315789473684,82.26315789473684
United Republic of Tanzania,2778.0,2926.0,3300.0833333333335,3300.0833333333335,3300.0833333333335,3300.0833333333335,3300.0833333333335,3888.0,4149.0,4092.0,3697.0,3300.0833333333335,3746.0,3439.0,3147.0,2734.0,2719.0,2286.0,3300.0833333333335,3300.0833333333335,3300.0833333333335
United States Virgin Islands,31.0,37.0,37.0,43.0,43.0,46.0,50.0,56.0,45.0,52.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
United States of America,17184.833333333332,17184.833333333332,17184.833333333332,17309.0,17128.0,16465.0,15399.0,14722.0,14661.0,14856.0,14319.0,14164.0,15883.0,17413.0,17294.0,16374.0,16669.0,21570.0,23062.0,22243.0,19796.0
Uruguay,197.0,200.0,190.0,202.0,194.0,221.0,226.0,205.0,199.0,267.0,260.0,268.0,293.0,267.0,283.0,421.0,394.0,341.0,306.0,383.0,265.85
Uzbekistan,963.0,962.0,910.0,861.0,815.0,831.0,691.8461538461538,691.8461538461538,691.8461538461538,691.8461538461538,691.8461538461538,691.8461538461538,506.0,757.0,591.0,474.0,396.0,449.0,479.0,691.8461538461538,691.8461538461538
Vanuatu,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.0,1.0,1.5,1.5,1.5
Venezuela (Bolivarian Republic of),11342.0,9719.0,9964.0,12257.0,13156.0,14589.0,13985.0,13080.0,14098.0,16072.0,12460.444444444445,19030.0,15654.0,17407.0,14665.0,12460.444444444445,11874.0,8384.0,5444.0,3568.0,12460.444444444445
Viet Nam,1059.0,1063.0,1053.0,1048.0,1168.0,1092.0,1233.0,1336.0,1358.0,1156.6666666666667,1156.6666666666667,1156.6666666666667,1156.6666666666667,1156.6666666666667,1156.6666666666667,1156.6666666666667,1156.6666666666667,1156.6666666666667,1156.6666666666667,1156.6666666666667,1156.6666666666667
Yemen,704.0,646.0,1161.857142857143,1161.857142857143,1161.857142857143,1161.857142857143,990.0,1099.0,1375.0,1616.0,1703.0,1161.857142857143,1161.857142857143,1161.857142857143,1161.857142857143,1161.857142857143,1161.857142857143,1161.857142857143,1161.857142857143,1161.857142857143,1161.857142857143
Zambia,826.625,826.625,826.625,826.625,826.625,694.0,812.0,814.0,863.0,885.0,867.0,825.0,853.0,826.625,826.625,826.625,826.625,826.625,826.625,826.625,826.625
Zimbabwe,1360.0,1356.0,1350.0,1072.0,1044.25,1044.25,1044.25,711.0,1044.25,981.0,1044.25,1044.25,1044.25,1044.25,1044.25,734.0,790.0,1044.25,1044.25,1044.25,1044.25
